time,position,direction
6609835.941338,0,
6610655.702686,-1,L
6617878.826696,-2,L
6624327.845612,-3,L
6627736.545958,-2,R
6630024.502404,-3,L
6632618.657139,-2,R
6643837.49876,-3,L
6649618.570683,-2,R
6659348.527453,-3,L
6678766.723115,-2,R
6678811.562959,-1,R
6679387.024814,-2,L
6680165.043211,-1,R
6680170.969106,0,R
6680176.688023,1,R
6680182.754862,2,R
6680189.87043,3,R
6680199.063807,4,R
6680212.448267,5,R
6680253.683152,4,L
6680278.01695,3,L
6680858.910839,2,L
6681645.988135,3,R
6681780.141728,4,R
6682011.094393,3,L
6682516.650061,2,L
6683257.034371,1,L
6684897.296005,2,R
6685122.516459,1,L
6685212.153112,0,L
6685249.845797,-1,L
6685285.013288,-2,L
6685313.730778,-3,L
6685334.987686,-4,L
6685356.900401,-5,L
6685395.736017,-6,L
6685916.396168,-5,R
6686157.942937,-6,L
6686196.41965,-7,L
6686232.187339,-8,L
6686611.574587,-7,R
6686700.660691,-8,L
6686717.484501,-9,L
6686730.608668,-10,L
6686743.101471,-11,L
6686755.780716,-12,L
6686769.348322,-13,L
6686783.723956,-14,L
6686798.972154,-15,L
6686815.118916,-16,L
6686832.63944,-17,L
6686851.449154,-18,L
6686870.152646,-19,L
6686894.754349,-20,L
6686943.010248,-19,R
6686955.262221,-18,R
6686965.89136,-17,R
6686975.537084,-16,R
6686984.343726,-15,R
6686992.733168,-14,R
6687000.763262,-13,R
6687008.489749,-12,R
6687016.127792,-11,R
6687023.878223,-10,R
6687031.975669,-9,R
6687040.612941,-8,R
6687050.443386,-7,R
6687061.65587,-6,R
6687075.452381,-5,R
6687094.277113,-4,R
6687250.961768,-5,L
6687266.899995,-6,L
6687278.47442,-7,L
6687289.045985,-8,L
6687299.23537,-9,L
6687308.930409,-10,L
6687318.060343,-11,L
6687326.900298,-12,L
6687335.809698,-13,L
6687344.999723,-14,L
6687354.611504,-15,L
6687364.92222,-16,L
6687375.581415,-17,L
6687385.842539,-18,L
6687395.200156,-19,L
6687403.496488,-20,L
6687411.039384,-21,L
6687418.044916,-22,L
6687424.804303,-23,L
6687431.456987,-24,L
6687438.150782,-25,L
6687444.99563,-26,L
6687451.987921,-27,L
6687459.225321,-28,L
6687466.72194,-29,L
6687474.444056,-30,L
6687482.630853,-31,L
6687491.79136,-32,L
6687502.235724,-33,L
6687514.056646,-34,L
6687526.668114,-35,L
6687539.607765,-36,L
6687552.26177,-37,L
6687564.506391,-38,L
6687577.837333,-39,L
6687591.327347,-40,L
6687604.24946,-41,L
6687615.516925,-42,L
6687625.211038,-43,L
6687633.580999,-44,L
6687640.430736,-45,L
6687646.575019,-46,L
6687652.159159,-47,L
6687657.136436,-48,L
6687661.883068,-49,L
6687666.961566,-50,L
6687671.072409,-51,L
6687675.242158,-52,L
6687679.474814,-53,L
6687683.72384,-54,L
6687688.044883,-55,L
6687692.377594,-56,L
6687696.835803,-57,L
6687701.456232,-58,L
6687706.20653,-59,L
6687711.138456,-60,L
6687716.27599,-61,L
6687721.601134,-62,L
6687727.070739,-63,L
6687732.690805,-64,L
6687738.276871,-65,L
6687743.980066,-66,L
6687749.755538,-67,L
6687755.710619,-68,L
6687761.729347,-69,L
6687767.875241,-70,L
6687773.670434,-71,L
6687779.310111,-72,L
6687784.825827,-73,L
6687790.214655,-74,L
6687795.513058,-75,L
6687800.681981,-76,L
6687805.72698,-77,L
6687810.631146,-78,L
6687815.394278,-79,L
6687820.046336,-80,L
6687824.570581,-81,L
6687828.981995,-82,L
6687833.282631,-83,L
6687837.457084,-84,L
6687841.513649,-85,L
6687845.469605,-86,L
6687849.336561,-87,L
6687853.116759,-88,L
6687856.819958,-89,L
6687860.448861,-90,L
6687864.029173,-91,L
6687867.530577,-92,L
6687871.023686,-93,L
6687874.518202,-94,L
6687878.020237,-95,L
6687881.560012,-96,L
6687885.178619,-97,L
6687888.928484,-98,L
6687892.862069,-99,L
6687897.006226,-100,L
6687901.393436,-101,L
6687906.105864,-102,L
6687911.257417,-103,L
6687917.02837,-104,L
6687923.701035,-105,L
6687931.769722,-106,L
6687942.522823,-107,L
6687958.154776,-108,L
6687977.812128,-109,L
6688033.238816,-108,R
6688055.700766,-107,R
6688076.05161,-106,R
6688092.93703,-105,R
6688108.152655,-104,R
6688127.38853,-103,R
6688198.729724,-104,L
6688216.180693,-105,L
6688227.739822,-106,L
6688236.984884,-107,L
6688244.987516,-108,L
6688252.604282,-109,L
6688259.966606,-110,L
6688267.169247,-111,L
6688274.181593,-112,L
6688281.061719,-113,L
6688288.043603,-114,L
6688295.235411,-115,L
6688302.864399,-116,L
6688311.166675,-117,L
6688319.874577,-118,L
6688328.877809,-119,L
6688338.316313,-120,L
6688348.56703,-121,L
6688360.73606,-122,L
6688375.982924,-123,L
6688396.641469,-124,L
6688422.626305,-125,L
6688485.892405,-124,R
6688526.348336,-125,L
6688544.124932,-126,L
6688560.240491,-127,L
6688577.4555,-128,L
6688598.17071,-129,L
6688682.161428,-130,L
6688697.980786,-131,L
6688707.327329,-132,L
6688715.553495,-133,L
6688723.418517,-134,L
6688732.167826,-135,L
6688738.961249,-136,L
6688747.223582,-137,L
6688755.671672,-138,L
6688764.427369,-139,L
6688773.170344,-140,L
6688781.558731,-141,L
6688789.591455,-142,L
6688797.150851,-143,L
6688804.233956,-144,L
