time,position,direction
9629332.588133,0,
9629378.971148,-1,L
9629386.481119,-2,L
9629394.514435,-3,L
9629402.898119,-4,L
9629411.605798,-5,L
9629420.488069,-6,L
9629430.125793,-7,L
9629441.601664,-8,L
9629456.57194,-9,L
9629476.817193,-10,L
9629534.612097,-11,L
9629562.727447,-12,L
9629579.805088,-13,L
9629592.31254,-14,L
9629602.078948,-15,L
9629610.118654,-16,L
9629617.135408,-17,L
9629623.409319,-18,L
9629629.358418,-19,L
9629634.854468,-20,L
9629640.240314,-21,L
9629645.746345,-22,L
9629651.466854,-23,L
9629657.450954,-24,L
9629663.592755,-25,L
9629669.871943,-26,L
9629676.178446,-27,L
9629682.484912,-28,L
9629688.801508,-29,L
9629695.048567,-30,L
9629701.189035,-31,L
9629707.302818,-32,L
9629713.416193,-33,L
9629719.603364,-34,L
9629725.87709,-35,L
9629732.197111,-36,L
9629738.615928,-37,L
9629745.119929,-38,L
9629751.566041,-39,L
9629757.855952,-40,L
9629764.049382,-41,L
9629770.069481,-42,L
9629775.966248,-43,L
9629781.833219,-44,L
9629787.862114,-45,L
9629794.172635,-46,L
9629800.939318,-47,L
9629808.235514,-48,L
9629815.867243,-49,L
9629823.630988,-50,L
9629831.368383,-51,L
9629838.898335,-52,L
9629846.140235,-53,L
9629852.999343,-54,L
9629859.502658,-55,L
9629865.852883,-56,L
9629872.291551,-57,L
9629878.955661,-58,L
9629885.910805,-59,L
9629893.089113,-60,L
9629900.445697,-61,L
9629908.12724,-62,L
9629916.279722,-63,L
9629924.829681,-64,L
9629933.568027,-65,L
9629942.267522,-66,L
9629950.766648,-67,L
9629959.132998,-68,L
9629967.286666,-69,L
9629975.214762,-70,L
9629982.886916,-71,L
9629990.329813,-72,L
9629997.734693,-73,L
9630005.809509,-74,L
9630015.494585,-75,L
9630028.643308,-76,L
9630046.662123,-77,L
9630061.873433,-78,L
9630072.273168,-79,L
9630080.339207,-80,L
9630087.369146,-81,L
9630094.001349,-82,L
9630100.371814,-83,L
9630106.460023,-84,L
9630112.402901,-85,L
9630118.111947,-86,L
9630123.710644,-87,L
9630129.265451,-88,L
9630134.795463,-89,L
9630140.527843,-90,L
9630146.250149,-91,L
9630151.984473,-92,L
9630157.641484,-93,L
9630163.141329,-94,L
9630168.49112,-95,L
9630173.749339,-96,L
9630178.740079,-97,L
9630183.544062,-98,L
9630188.166232,-99,L
9630192.604701,-100,L
9630196.926726,-101,L
9630201.178678,-102,L
9630205.422223,-103,L
9630209.648509,-104,L
9630213.905146,-105,L
9630218.213801,-106,L
9630222.632547,-107,L
9630227.187255,-108,L
9630231.974053,-109,L
9630237.109681,-110,L
9630242.654933,-111,L
9630248.781512,-112,L
9630255.563269,-113,L
9630262.947889,-114,L
9630270.93767,-115,L
9630279.449259,-116,L
9630288.303752,-117,L
9630296.986302,-118,L
9630304.824899,-119,L
9630312.048169,-120,L
9630318.938166,-121,L
9630325.77183,-122,L
9630332.666789,-123,L
9630339.579229,-124,L
9630346.610891,-125,L
9630353.841587,-126,L
9630361.468094,-127,L
9630369.589725,-128,L
9630378.337922,-129,L
9630387.728113,-130,L
9630397.411059,-131,L
9630407.436168,-132,L
9630418.142844,-133,L
9630429.904175,-134,L
9630442.378201,-135,L
9630455.307166,-136,L
9630469.558042,-137,L
9630486.339946,-138,L
9630506.673495,-139,L
9630527.12756,-140,L
9630545.024581,-141,L
9630560.174484,-142,L
9630574.450472,-143,L
9630593.492053,-144,L
9630632.568539,-145,L
9630744.625072,-146,L
9630932.142644,-147,L
9632201.324546,-148,L
9634064.677069,-149,L
9641197.006372,-150,L
9658729.632618,-149,R
9658884.90689,-150,L
9658920.13253,-151,L
9658932.394559,-152,L
9658941.8906,-153,L
9658949.734253,-154,L
9658956.439677,-155,L
9658962.611219,-156,L
9658968.489319,-157,L
9658974.172959,-158,L
9658979.764785,-159,L
9658985.236372,-160,L
9658990.627811,-161,L
9658996.086416,-162,L
9659001.36182,-163,L
9659006.580798,-164,L
9659011.661796,-165,L
9659016.706962,-166,L
9659021.733905,-167,L
9659026.738145,-168,L
9659031.852829,-169,L
9659037.065085,-170,L
9659042.514597,-171,L
9659048.261718,-172,L
9659054.372649,-173,L
9659061.020278,-174,L
9659068.472416,-175,L
9659076.472956,-176,L
9659085.389319,-177,L
9659095.179023,-178,L
9659105.807459,-179,L
9659117.369422,-180,L
9659132.809304,-181,L
9659177.013991,-180,R
9659191.080777,-179,R
9659200.466931,-178,R
9659208.359509,-177,R
9659215.471984,-176,R
9659222.105502,-175,R
9659228.520967,-174,R
9659234.966543,-173,R
9659241.627764,-172,R
9659248.581816,-171,R
9659255.873474,-170,R
9659263.309502,-169,R
9659270.984063,-168,R
9659279.351432,-167,R
9659288.604828,-166,R
9659297.958241,-165,R
9659306.770402,-164,R
9659315.025216,-163,R
9659323.313178,-162,R
9659332.149468,-161,R
9659341.745082,-160,R
9659353.07314,-159,R
9659366.982946,-158,R
9659386.642262,-157,R
9659409.445802,-156,R
9659427.974575,-155,R
9659449.225447,-154,R
9659475.619427,-153,R
9659515.896233,-152,R
9659574.881014,-153,L
9659596.99071,-154,L
9659660.598809,-153,R
9659683.679068,-152,R
9659775.484794,-151,R
9659791.902239,-150,R
9659811.52274,-149,R
9659856.706139,-150,L
9659874.80138,-151,L
9659897.321293,-152,L
9659951.197446,-151,R
9659969.834792,-150,R
9660039.187123,-149,R
9660052.111237,-148,R
9660064.674318,-147,R
9660111.883194,-148,L
9660139.027944,-149,L
9660154.770248,-150,L
9660173.17593,-151,L
9660224.208671,-150,R
9660235.810299,-149,R
9660244.167539,-148,R
9660251.973006,-147,R
9660260.83924,-146,R
9660311.656205,-147,L
9660328.791142,-148,L
9660340.305605,-149,L
9660351.2545,-150,L
9660363.838525,-151,L
9660381.184589,-152,L
9660425.804235,-151,R
9660443.306002,-150,R
9660457.503564,-149,R
9660471.806922,-148,R
9660485.706487,-147,R
9660499.124947,-146,R
9660515.440894,-145,R
9660553.874554,-146,L
9660611.687274,-147,L
9660635.286915,-148,L
9660653.406378,-149,L
9660673.498504,-150,L
9660751.930899,-149,R
9660800.134949,-150,L
9660875.835487,-149,R
9661024.697015,-150,L
9661049.209591,-151,L
9661118.580922,-152,L
