161.80,1,0,3,622,1
161.90,0,0,3,622,1
162.00,0,0,3,622,1
162.10,0,0,3,622,1
162.20,0,0,3,622,1
162.30,0,0,3,622,1
162.40,0,0,3,622,1
162.51,0,0,4,0,1
162.61,0,0,4,0,1
162.71,0,0,4,0,1
162.81,0,0,4,0,1
162.91,1,0,4,0,1
163.01,1,0,5,0,1
163.11,1,0,5,0,1
163.21,1,0,5,0,1
163.31,0,0,5,0,1
163.41,0,0,5,0,1
163.58,1,0,7,0,1
163.68,1,0,7,0,1
163.78,1,0,7,0,1
163.88,1,0,7,0,1
163.99,1,0,7,0,1
164.09,0,0,7,0,1
164.19,0,0,7,0,1
164.29,1,0,7,0,1
164.29,0,0,7,0,1
920.31,1,0,9,489,1
920.41,1,0,9,489,1
920.51,0,0,9,489,1
920.61,1,0,9,489,1
920.71,0,0,9,489,1
920.81,0,0,9,0,1
920.91,0,0,9,0,1
921.01,0,0,9,0,1
921.11,1,0,9,0,1
921.21,1,0,9,0,1
921.31,0,0,9,0,1
921.41,0,0,9,0,1
921.52,0,0,9,0,1
921.61,0,0,9,0,1
921.71,0,0,9,0,1
921.89,0,0,9,0,1
921.99,0,0,9,0,1
922.09,0,0,9,0,1
922.19,0,0,9,0,1
922.29,0,0,9,0,1
922.39,0,0,9,0,1
922.49,0,0,9,0,1
922.59,0,0,9,0,1
922.59,0,0,7,0,1
1704.75,1,0,9,621,1
1704.85,0,0,9,621,1
1704.95,0,0,9,621,1
1705.05,0,0,9,621,1
1705.15,0,0,9,621,1
1705.25,0,0,9,621,1
1705.35,0,0,9,621,1
1705.45,0,0,9,0,1
1705.55,0,0,9,0,1
1705.65,0,0,9,0,1
1705.75,0,0,9,0,1
1705.85,0,0,9,0,1
1705.95,0,0,9,0,1
1706.05,0,0,9,0,1
1706.15,0,0,9,0,1
1706.25,0,0,9,0,1
1706.35,0,0,9,0,1
1706.53,0,0,9,0,1
1706.63,0,0,9,0,1
1706.73,0,0,9,0,1
1706.83,0,0,9,0,1
1706.93,0,0,9,0,1
1707.03,0,0,9,0,1
1707.13,0,0,9,0,1
1707.23,0,0,9,0,1
1707.23,0,0,7,0,1
2949.22,1,0,3,243,0
2949.32,1,0,3,243,0
2949.42,1,0,3,243,0
2949.52,1,0,4,0,0
2949.62,1,0,4,0,0
2949.72,1,0,4,0,0
2949.82,1,0,4,0,0
2949.92,1,2,4,0,0
2950.02,1,0,5,0,0
2950.12,1,0,5,0,0
2950.22,1,0,5,0,0
2950.32,0,0,5,0,0
2950.42,0,0,5,0,0
2950.60,1,0,7,0,0
2950.70,0,0,7,0,0
2950.80,0,0,7,0,0
2950.90,0,0,7,0,0
2951.00,0,0,7,0,0
2951.10,0,0,7,0,0
2951.20,0,0,7,0,0
2951.30,0,0,7,0,0
2951.30,0,0,7,0,0
5243.76,1,0,3,226,0
5243.86,1,0,3,226,0
5243.96,0,0,3,226,0
5244.06,0,0,4,0,0
5244.17,0,0,4,0,0
5244.27,0,0,4,0,0
5244.37,0,0,4,0,0
5244.46,0,0,4,0,0
5244.56,0,0,5,0,0
5244.67,0,0,5,0,0
5244.77,0,0,5,0,0
5244.87,0,0,5,0,0
5244.97,0,0,5,0,0
5245.14,0,0,7,0,0
5245.24,0,0,7,0,0
5245.34,0,0,7,0,0
5245.44,0,0,7,0,0
5245.54,0,0,7,0,0
5245.64,0,0,7,0,0
5245.75,0,0,7,0,0
5245.85,0,0,7,0,0
5245.85,0,0,7,0,0
5684.87,1,0,9,247,0
5684.97,1,0,9,247,0
5685.07,1,0,9,247,0
5685.17,0,0,9,0,0
5685.27,0,0,9,0,0
5685.37,0,0,9,0,0
5685.47,0,0,9,0,0
5685.57,0,0,9,0,0
5685.67,0,0,9,0,0
5685.77,0,0,9,0,0
5685.87,0,0,9,0,0
5685.97,0,0,9,0,0
5686.07,0,0,9,0,0
5686.25,0,0,9,0,0
5686.35,0,0,9,0,0
5686.45,0,0,9,0,0
5686.55,0,0,9,0,0
5686.65,0,0,9,0,0
5686.75,0,0,9,0,0
5686.85,0,0,9,0,0
5686.95,0,0,9,0,0
5686.95,0,0,7,0,0
6264.49,1,0,9,300,1
6264.59,1,0,9,300,1
6264.69,1,0,9,300,1
6264.79,1,0,9,0,1
6264.89,1,2,9,0,1
6264.99,0,0,9,0,1
6265.09,0,0,9,0,1
6265.19,0,0,9,0,1
6265.29,0,0,9,0,1
6265.39,0,0,9,0,1
6265.49,0,0,9,0,1
6265.59,1,0,9,0,1
6265.69,0,0,9,0,1
6265.87,0,0,9,0,1
6265.97,0,0,9,0,1
6266.07,0,0,9,0,1
6266.17,0,0,9,0,1
6266.27,0,0,9,0,1
6266.37,0,0,9,0,1
6266.47,0,0,9,0,1
6266.57,0,0,9,0,1
6266.57,0,0,7,0,1
6267.81,1,0,3,211,1
6267.91,0,0,3,211,1
6268.01,0,0,3,211,1
6268.11,0,0,4,0,1
6268.21,1,0,4,0,1
6268.31,0,0,4,0,1
6268.41,0,0,4,0,1
6268.51,0,0,4,0,1
6268.61,0,0,5,0,1
6268.71,0,0,5,0,1
6268.81,0,0,5,0,1
6268.91,0,0,5,0,1
6269.01,0,0,5,0,1
6269.19,0,0,7,0,1
6269.29,0,0,7,0,1
6269.39,0,0,7,0,1
6269.49,0,0,7,0,1
6269.59,0,0,7,0,1
6269.69,0,0,7,0,1
6269.79,0,0,7,0,1
6269.89,0,0,7,0,1
6269.89,0,0,7,0,1
6818.28,1,0,9,745,1
6818.38,0,0,9,745,1
6818.48,0,0,9,745,1
6818.58,0,0,9,745,1
6818.68,1,0,9,745,1
6818.79,1,2,9,745,1
6818.88,0,0,9,745,1
6818.98,0,0,9,745,1
6819.09,0,0,9,0,1
6819.19,0,0,9,0,1
6819.29,0,0,9,0,1
6819.39,0,0,9,0,1
6819.49,0,0,9,0,1
6819.59,0,0,9,0,1
6819.69,0,0,9,0,1
6819.79,0,0,9,0,1
6819.89,0,0,9,0,1
6819.99,0,0,9,0,1
6820.16,0,0,9,0,1
6820.26,0,0,9,0,1
6820.37,0,0,9,0,1
6820.46,0,0,9,0,1
6820.57,0,0,9,0,1
6820.67,0,0,9,0,1
6820.77,0,0,9,0,1
6820.87,0,0,9,0,1
6820.87,0,0,7,0,1
6986.22,1,0,9,670,1
6986.32,1,0,9,670,1
6986.42,0,2,9,670,1
6986.52,0,0,9,670,1
6986.62,1,0,9,670,1
6986.72,1,0,9,670,1
6986.82,1,2,9,670,1
6986.92,1,2,9,0,1
6987.02,1,0,9,0,1
6987.13,1,0,9,0,1
6987.23,1,0,9,0,1
6987.33,1,2,9,0,1
6987.43,1,2,9,0,1
6987.53,1,0,9,0,1
6987.63,1,0,9,0,1
6987.73,0,0,9,0,1
6987.83,0,0,9,0,1
6988.00,0,0,9,0,1
6988.10,0,0,9,0,1
6988.20,0,0,9,0,1
6988.30,0,0,9,0,1
6988.40,0,0,9,0,1
6988.50,0,0,9,0,1
6988.60,0,0,9,0,1
6988.71,0,0,9,0,1
6988.71,0,0,7,0,1
7374.35,1,0,3,271,1
7374.45,0,0,3,271,1
7374.55,1,0,3,271,1
7374.65,0,0,4,0,1
7374.75,0,0,4,0,1
7374.85,0,0,4,0,1
7374.95,0,0,4,0,1
7375.05,0,0,4,0,1
7375.15,0,0,5,0,1
7375.25,0,0,5,0,1
7375.35,0,0,5,0,1
7375.45,0,0,5,0,1
7375.55,0,0,5,0,1
7375.73,0,0,7,0,1
7375.83,0,0,7,0,1
7375.93,0,0,7,0,1
7376.03,0,0,7,0,1
7376.13,0,0,7,0,1
7376.23,0,0,7,0,1
7376.33,0,0,7,0,1
7376.43,0,0,7,0,1
7376.43,0,0,7,0,1
14352.02,1,0,3,496,0
14352.12,1,0,3,496,0
14352.22,0,0,3,496,0
14352.32,0,0,3,496,0
14352.42,0,0,3,496,0
14352.52,0,0,4,0,0
14352.62,0,0,4,0,0
14352.72,0,0,4,0,0
14352.82,0,0,4,0,0
14352.92,0,0,4,0,0
14353.02,0,0,5,0,0
14353.12,0,0,5,0,0
14353.22,0,0,5,0,0
14353.32,0,0,5,0,0
14353.42,0,0,5,0,0
14353.60,0,0,7,0,0
14353.70,0,0,7,0,0
14353.80,0,0,7,0,0
14353.90,0,0,7,0,0
14354.00,0,0,7,0,0
14354.10,0,0,7,0,0
14354.20,0,0,7,0,0
14354.30,0,0,7,0,0
14354.30,0,0,7,0,0
14355.39,1,0,3,469,1
14355.49,0,0,3,469,1
14355.59,0,0,3,469,1
14355.69,0,0,3,469,1
14355.79,0,0,3,469,1
14355.89,0,0,4,0,1
14355.99,0,0,4,0,1
14356.09,0,0,4,0,1
14356.19,0,0,4,0,1
14356.29,0,0,4,0,1
14356.39,0,0,5,0,1
14356.49,0,0,5,0,1
14356.59,0,0,5,0,1
14356.69,0,0,5,0,1
14356.79,0,0,5,0,1
14356.97,0,0,7,0,1
14357.07,0,0,7,0,1
14357.17,0,0,7,0,1
14357.27,0,0,7,0,1
14357.37,0,0,7,0,1
14357.47,0,0,7,0,1
14357.57,0,0,7,0,1
14357.67,0,0,7,0,1
14357.67,0,0,7,0,1
14802.54,1,0,3,343,1
14802.64,0,2,3,343,1
14802.74,0,0,3,343,1
14802.84,0,0,3,343,1
14802.94,0,0,4,0,1
14803.04,0,0,4,0,1
14803.14,0,0,4,0,1
14803.24,0,0,4,0,1
14803.34,0,0,4,0,1
14803.44,0,0,5,0,1
14803.54,0,0,5,0,1
14803.64,0,0,5,0,1
14803.74,0,0,5,0,1
14803.84,0,0,5,0,1
14804.02,0,0,7,0,1
14804.12,0,0,7,0,1
14804.22,0,0,7,0,1
14804.32,0,0,7,0,1
14804.42,0,0,7,0,1
14804.52,0,0,7,0,1
14804.62,0,0,7,0,1
14804.72,0,0,7,0,1
14804.72,0,0,7,0,1
14805.84,1,0,3,331,1
14805.95,0,2,3,331,1
14806.04,0,0,3,331,1
14806.15,0,0,3,331,1
14806.25,0,0,4,0,1
14806.35,0,0,4,0,1
14806.45,0,0,4,0,1
14806.55,0,0,4,0,1
14806.65,0,0,4,0,1
14806.75,1,0,5,0,1
14806.85,0,0,5,0,1
14806.95,0,0,5,0,1
14807.05,0,0,5,0,1
14807.15,0,2,5,0,1
14807.25,0,0,5,0,1
14807.42,0,2,7,0,1
14807.53,0,0,7,0,1
14807.63,0,0,7,0,1
14807.73,0,0,7,0,1
14807.83,0,0,7,0,1
14807.93,0,0,7,0,1
