time,position,direction
3099333.009076,0,
3099428.559757,-1,L
3099553.199887,0,R
3099751.622871,-1,L
3099805.583899,-2,L
3099997.720882,-3,L
3100140.716574,-4,L
3100412.136549,-5,L
3100520.32286,-4,R
3100537.367822,-3,R
3100549.186126,-2,R
3100559.416111,-1,R
3100570.524902,0,R
3100586.390671,1,R
3100640.803102,0,L
3100724.730126,-1,L
3100767.619732,-2,L
3100807.441791,-3,L
3100971.934943,-4,L
3101218.777744,-5,L
3101577.157402,-6,L
3102022.799149,-5,R
3102050.710016,-4,R
3102071.504463,-3,R
3102093.507419,-2,R
3102118.658106,-1,R
3102157.174028,0,R
3102305.04366,-1,L
3102376.200944,-2,L
3102510.574583,-3,L
3102754.284598,-4,L
3103081.606011,-5,L
3103669.954399,-4,R
3103705.114165,-3,R
3103729.302639,-2,R
3103764.081187,-1,R
3104060.290595,-2,L
3104121.670373,-3,L
3104256.202084,-4,L
3104588.059311,-5,L
3104995.196138,-4,R
3105014.120251,-3,R
3105058.429289,-2,R
3105139.354766,-1,R
3105282.496903,-2,L
3105326.216095,-3,L
3105432.496109,-4,L
3105597.444704,-5,L
3105948.93413,-4,R
3105972.672626,-3,R
3105988.639783,-2,R
3106001.126766,-1,R
3106013.479807,0,R
3106026.811875,1,R
3106044.684404,2,R
3106144.525068,1,L
3106348.731819,0,L
3106400.95177,-1,L
3106470.21272,-2,L
3106591.479882,-3,L
3106707.710718,-2,R
3106737.673511,-1,R
3106797.72819,-2,L
3106831.436284,-3,L
3106865.354247,-4,L
3107079.633633,-5,L
3107622.220742,-6,L
3107873.784765,-5,R
3107890.63197,-4,R
3107905.599821,-3,R
3107921.702291,-2,R
3107950.663093,-1,R
3108040.275218,-2,L
3108075.099265,-3,L
3108174.539581,-4,L
3108214.38914,-5,L
3108394.727064,-6,L
3108993.381555,-5,R
3109015.583121,-4,R
3109033.122708,-3,R
3109050.075542,-2,R
3109072.170867,-1,R
3109104.605824,0,R
3109175.731073,-1,L
3109238.008085,-2,L
3109324.738568,-3,L
3109387.850646,-4,L
3109435.07503,-5,L
3110170.559864,-4,R
3110190.21823,-3,R
3110206.297793,-2,R
3110223.552494,-1,R
3110243.069731,0,R
3110265.982938,1,R
3110295.385496,2,R
3110321.166456,3,R
3110336.614525,4,R
3110348.865751,5,R
3110359.950469,6,R
3110370.510229,7,R
3110380.53353,8,R
3110390.62396,9,R
3110401.05761,10,R
3110412.996395,11,R
3110432.310226,12,R
3110477.106038,11,L
3110491.37634,10,L
3110503.533326,9,L
3110515.54798,8,L
3110528.790643,7,L
3110545.87803,6,L
3110679.268032,5,L
3111004.679042,4,L
3111445.23101,3,L
3112178.414257,4,R
3112203.96959,5,R
3112230.237601,6,R
3112257.184384,7,R
3112282.263628,8,R
3112358.395186,7,L
3112381.55491,6,L
3112402.157063,5,L
3112428.300354,4,L
3112572.486299,3,L
3112922.076174,2,L
3113236.993092,3,R
3113268.199949,4,R
3113294.453553,5,R
3113318.316937,6,R
3113389.007376,5,L
3113426.522086,4,L
3113595.095041,3,L
3113653.616919,2,L
3113809.444911,1,L
3114069.375587,2,R
3114148.608452,1,L
3114327.99872,0,L
3114947.129671,-1,L
3115110.196174,0,R
3115207.89234,-1,L
3117194.028206,-2,L
3117452.298436,-3,L
3118080.835847,-2,R
3118380.245293,-3,L
3118954.332957,-2,R
3118981.24663,-1,R
3119061.378728,-2,L
3119234.538682,-3,L
3119733.445113,-4,L
3120945.080134,-3,R
3120966.123747,-2,R
3120984.623549,-1,R
3121005.033556,0,R
3121083.008173,-1,L
3121198.459909,-2,L
3121502.930109,-3,L
3122102.720609,-4,L
3122735.929782,-3,R
3123240.806314,-4,L
3124031.501137,-3,R
3124051.963588,-2,R
3124066.721904,-1,R
3124080.192509,0,R
3124093.753317,1,R
3124109.936584,2,R
3124394.797957,1,L
3124437.184903,0,L
3124479.690551,-1,L
3124721.741594,-2,L
3124950.838693,-3,L
3125487.107214,-4,L
3126572.289795,-5,L
3129476.453792,-6,L
3129999.906429,-5,R
3130024.578085,-4,R
3130047.251703,-3,R
3130070.457557,-2,R
3130147.278186,-3,L
3130188.37557,-4,L
3130334.232155,-5,L
3130869.914335,-4,R
3130887.941827,-3,R
3130901.111212,-2,R
3130911.490307,-1,R
3130921.492072,0,R
3130932.598142,1,R
3130948.359117,2,R
3130982.976964,3,R
3131027.076377,2,L
3131062.150665,1,L
3131111.368238,0,L
3131282.543585,-1,L
3131352.049703,-2,L
3131558.98398,-3,L
3131863.596946,-4,L
3132595.027447,-3,R
3132614.249225,-2,R
3132630.802341,-1,R
3132646.083634,0,R
3132667.15071,1,R
